prepro,encoding
wow india is progressing day by day now another responsibility for the indian pares to look husband for their sons and wife for their girls then gay couple will gi birth children by surrogacy what will happen with the children who won t know who are their mother guys please tell honestly the children who see their father and mother in a complicated relation how they fell now how the children will fell when they will know the truth about their birth they won t get their mother s lo why they would be deprid from the right to get lo from their mother their half of the relation will be cut down which are from their father s or mother s you are supporting this heinous act please think deeply,0
like your coes but you ha got this totally wrong there should not be any kind of sympathy or glorification of a character like kabir singh he is erything that today s youth should not become alcoholic drug addict zero respect for anyone hitting people he is just one horror of a human being and it is sad college goers get inspired and influenced by such things and get swayed by it and do all these things extremely sad the only saving grace of the movie is preethi who hower has hardly any screeime this has got nothing to do with feminist or liberal backlash would anyone like one s own son or brother to be like kabir singh,1
n k choudhary you are communist no doubt increased number of communists like you ha taken india to a barbaric lel it is almost behaving like a terrorist china or nk,0
i lo your positivity and personality,0
i am lesbian and i am ry proud to be lesbian,0
wow lo is lo because i m gay i lo sexuality and gender ideity,0
better than any critics you reviewed the bollywood,0
well u re so cute,0
ranu mondal like one more ranu mondal she likes to highlight herself she knows erything mean all square actullaly both are same she has no any quality she is lire,2
arundhati roy ha ha ha her parents could not stay together she could not maintain her first marriage god knows about her second marriage expiry a lady who comes from a background where they could not stay together as a family how can she talk about unity parents divorced she also divorced,0
all bitches need a lesson for misusing a all should be killed head shot,2
agree bad message here,0
shwetabh you are an eye opener for youth of india hats off,0
absolutely right bhaii i agree with you you are one of the iellectual person on this planet,0
www youtube com watch v dctvge p a t m s,0
most of the indians hate that show coz it shows the reality,1
this is what will happen if gross injustice is e to people he himself braly surrendered to police too,0
luck and do you do that with the ieion of hurting each other in any way i t think you can compare practicing martial arts to physically abusing someone abuse is one sided with a wrong ieion two are differe according to me,1
earlier your movie review used to movie review now a days its more about liberals and feminist please try and keep reviews as reviews,1
mehra agar aisa hai to veere di wedding ki itni burai kyu hui aur ye aadmi khud film mein dikhaye jane wale one night stand aur ladkiyo ke sharab peene ka example kyu de raha hai imagine ur daughter going to college and on first day a guy makes her skip class and take her out to kiss her if u will like that then support this film else u r a hypocrite,2
please bro speak in english,0
finally some one understood what director wa to say in kabir singh and what our filthy feminists liberals are demeaning india men,2
allah and muhammad can now ha sex in india,0
it s a movie,0
market earn profit god bless all indians,0
world knows the prime roots of urban naxal that is called arundhati roy and her basters sanata clause,0
ery good concept when it comes to india it fails like feminism metoo mome and g tik tok,0
thanks bro for support,0
gay people rely on straight people to produce more gay people,1
hahaha i likee u guyss,0
arnab are you a journalist who is saying he is journalist who are they people what does mean by demon is they are democrats people s she can ha her own poi of view so why,0
bro i m totally agreeing with you about bollywood it s totally motherfucking bullshit now about till minuted the movie was like hell but after then it s really true i m not saying is right but it s the truth of some real life,0
thanks sir for guiding me i was following that movie life,0
please make videos in english,0
i am also lesbian i am happy but i ha no girlfriend,0
we are a generation of men raised by women i t think a woman is the answer we need brad pitt fight club feminists would be like how dare he say that women are the lifesource of men its disrespectful metoo www youtube com results search query metoo destroymanhood www youtube com results search query destroymanhood daddy www youtube com results search query daddy s princess,1
i t call myself a feminist i belie in equality our concept of both maculinity and feminism are flawed drink karnese ya abusi words use karne see koi feminist nahi baa similarly yehi sab karne see koi mard nahi baa a dominating man is equally dangerous as a dominating woman and the status of men in our society is in greater danger than women shy hone se kam bolne se sweet hone se marne ke bajaye mar khane se cooking ya pink color pasand hone se ya phir ed hone se bhi koi namard nahi baa if u re viole if u scare people if u ha addictions if u ha wrong concepts of life and society then u are not a human being irrespecti of men women it s high time we rise abo male and female and think about being human beings all my opinions are not based on the movie all that must be said is kabir singh is a great story told in a great way but kabir should not be idolised in real life he s a flawed man look at him like a flawed man t try to find a hero in him and t follow his path and that s exactly the poi of this movie,2
half of the movie is copied en with dialogues from danzel washingtons flight,0
ar is the kutiya of congrees famileys house beacause thery were fandead by gandhi fy er before thats why she is speaking,2
i am waiting for the review,0
fry by ritwik bro i am talking about unnatural people womem are bra but lesbians might not,0
i was waiting for this video for a long time sir you always tell us the truth and the most appropriate thing,0
these type of movies should be banned,2
nair so only if i support arnab i am indian its as if like all the bjp bhakts are first rated indians rest are not,0
arundhati real name is suzan and she is charistian and she is bastred charistian missionaries age she invols in sedition and gornme must send jail for life time imprisonme,0
she should be behind the bar she is ai national,2
u need medical help,0
well good lesson to a professionals gornme police judge feminist media etc don t gi your life try to kill terrorists as much as possible,1
i was waiting for words tathahit liberals when i saw feminist in thumbnail,0
flim companion is really made a biased review its a cricisim she made actually her aggression or kabir,0
aalia malia jamalia who got the words ranga billa only,0
how many times did you ha to practise to pronounce the words misogynistic and toxic masculinity,0
www youtube com watch v n zmfqmzos t m s brother it is shawn in the movie she becomes docter es his mastery than they cought on the terrece reltionship ruens he becomes distracti plss do just say anything but you ha also gin good thoughts about the real man,0
before watching this video i thaught i am the only one thinking this way now i understand that if u are the only one with differe thaughts in the room that does make u wrong i feel so good,0
right you are preteious ppls are those who dislike the,0
deteion camps in assam were made by the former chief minister gogoi under the direction of the supreme court whose chief justice was another gogoi who appoied an worthless officer pratik hajela who refused to accept refugee certificates but put the hindu refugees in those deteion csmps,0
she is a traitor of india,2
this guy thinks on another lel and best part is what he think is actually true,0
good analysis u speaks good,0
we are here because our ancestors were against homosexuality,0
garg you do know anything about specific personality stfu bitch,2
but movie is quite arage but better than lot of bollywood movies,0
no she is a great tool to ideify and unite urban naxals ai nationals good to ha such to trace the ai nationals,0
indians are easily influenced by these movies,0
review on feminism dude you ha some serious issues regarding feminism your reward commes full of misogynist thoughts,2
i salute to this man hats off my frnd aisa he hona chahiye waah maza aa gaya re jab tak laws gender equality me belie nahi karega tab tak aisa hota rahega and if this situtaion comes with me i will also do this bulls shit lawmakers if india are u listening,1
these fucking feminists in india are more dangerous than isis terrorists,2
i really appreciate and encourage the people who wish to do so then only the legal terrorists will be scared to lodge a false a cases mr jahangir hates off to you if you are in jail once almost your pis better,0
you are the epitome of realism,0
fully agree real man you sir respect for you,0
movies are source of eertainme no matter how messed up a movie is you can find it s patrons movies doesn t add up anything to it s consumers it s just a way of exercising those part of our motis which we other ways can t impleme in real life movies are just faasy fillers yaa you can ha some good pois and topics and lessons from it but at the end of the day movies gi you an opportunity and option to enjoy your faasy that s why ery genre has its own particular audience slasher movies horror romance erotic comedy drama superheroes gore,0
please deport her to pakistan or afghanistan to satisfy her pseudo iellectuality she needs issues as oxygen for her survival as far as i am concerned she is a wretched lady in her late stages of life,1
watching your videos back to back great work shwetabh,0
already rx film review kiya,0
superb keep support lgbt,0
we hate ranu di,2
i wa to say you something ki tui eirokom commes naa kore video taake dislike diite chole jaa bujhli,2
stoned drunk a rmin to her kids friends family and societies they can neither swallow nor spit out this muck,0
it is a true word,0
i lo you vaii,0
oh just shut your bloody mouth if this happens to any or with u in reality so your opinion still be same,2
that is what impartiality is called mfuk,2
haha ur ra in the beginning is so junile and stupid the rest of this video isn t worth any sane person s mind islie not watching aage,2
kabir succesfull man ambitious man with self respect who t gi a fuck self lor and he is not vs women but he is vs our society in another way with analysis we can see he is defending f minisme but with bollywood bakchodi we think the caract re is bad we can see more things about,0
sir you should make this video before some days it would sa some guys people around me had started smoking and drinking by getting an inspiration from this flim en in between i was thinking like,0
what blu truth of media great observation superb really ry impressi i apriciate this thought i t understand how youth liked this kind of psycho story hero ram ho skte hain ravan nahi,1
but arjun reddy is masterpiece,0
gupta i m lesbian i met normal girls who are iellige don t lose your hope you ll find one,0
when i st heard about her n her voice i sympathized her but when i know about her behavior i started hate her not only me but the whole india i agree with what u said she really need to learn politeness n she is not only the who has such a nice voice,0
i lo your coe i agree with ery poi you said,0
high time we indians expose this gang again and again call their lies by facts,0
a perfect slap on femenists,2
watched it what a brillia romaic movie after a long time ery actor has e justice to the character songs are soul of the movie,0
if eertainme will be fully logical and practical then it will be not more defined as eertainme,0
she was not at fault it conyed a ry wrong msg or i would say video was too short that it was not able to cor ery aspect,0
excuse me if you are homosexual and there was such an thing as an afterlife you would be so embarrassed if you had a partner born with you now this is simply speculation hower homosexuality is nothing more than an obsession to oral sex and you wonder why aides exists in males who swallowed seamen,1
arundhati roy can you please lea india and make your home in the west who adore you,0
what a hate fest one find s on republic world all hail modi the new indian caesar be careful devotees of caesar caesar s are always corrupt megalomaniacs who t gi a damn about their devotees sacrifice them at their whim,1
being honest i didn t get en a single letter,0
wrong message for youth fight do be a coward,1
awesome pratik you explained it really well and that part at www youtube com watch v j j sssp yq t m s was a great example to understand mind blown,0
best solution of false a,0
arnab these thugs are not indians they are traitors i am shocked whats wrong with this sikh guy is he out of mind,0
vishalrma that s a film maker choice on how protagonist should beha in the film if you t like it fine but the reviewer was talking about the impact of kabir on society it s silly kabir singh is more realistic than soty,1
sg well friendly fight we fight with nunchakus made each other bleed yet we laugh it off its normal just fun,1
liberal communist congress sp bsp tmc ncp pdp are dangers for hindu hindusthan please stand up against congress liberal or communist,0
some of them defaming the movie coz it was directed by a south director and did a better work than so called bollywood crap,1
i completely understand the pressure on men in our society wt regarding marriage n all but the man needs to b clear n strong to say no n or take whater it takes to keep out of marriage why the innoce female suffer be human think wisely,0
sooo cute n funny yaar woowww,0
nice video there are times when guys take girls for graed after she starts completely trusting her bf hubby and if girls t gi herself completely she s not in lo trying to just find out mistakes of the other person show himself to be right what about such guys how do you understand how to deal with such assholes,1
congratulations now you re officially subscribed to the shakha please go ahead and burn bicycles outside ninad std pco co incideally std is something you re ner gonna get coz you re ner gonna get any s,2
thanks vai for this video,0
very thoughtful and deep explanation indeed,0
spoiler alert spoiler alert,0
according to your perspecti now imagine a girl living in up or bihar where the conditions are already worse for women there further movies like this is promoting this agenda in those regions can make a life of women a living hell,0
i had purchased one book of hers years ago i feel like burning it niw,0
it s good that you explained your poi of view calmly and without using abuses,0
arundati should adopt one of the names she suggested,0
horrific message and worst portrayal of gay people nobody has the right to take other person s life whether gay or straight maybe it s cuz the people behind it wa to create a negati propaganda around lgbtq community totally disappoied,1
maurya u r taking me wrong i think i didn t put my reply rightly i mean look if multiple relations are wrong for girls then it same goes for boys too if extra marital affairs wrong for boys then it is wrong for girls too if drinking alcohol makes a women wrong then it is wrong for boys too n etc etc i t wa to hurt anyone s seimes i hope u r not taking me wrong,0
homosexual hona is not a crime but it shouldn t be promoted as well because it is a meal and physiological imbalance of a human being,0
she is openly declaring that indian parliame is unconstitutional her place is jail,0
super s upper review,0
whater you say the scene where the guy says keep the fat girl with you they are the best chick for a beautiful girl was totally note needed,1
absolutely agree abb they should upgrade there script to logic based movies,0
gre iam waiting for this honesty,0
educated and white collar mujahidins of india please all nation channel stop giving them stage put them behind bars,2
fat shaming is good why not,1
but muslims in india are safe govt just blocked outside ery of muslims to india what s wrong in that,0
islam is peaceful religion eryone know this hei man what do you know about of islam last warning for you t bad commes of islam,0
a feminist is simply a person who belies in the social political and economic equality of the sexes you demeaning feminists and not discriminating pseudo feminists from the genuine ones really shows your meality i really respected you sir but i t respect you disrespecting feminists and disregarding the blata iernalized misogyny in the movie it most likely wouldn t matter to you but you just lost a subscriber i highly suggest you read deeper io these issues and analyze them more than on the surface lel we are all on this journey to unlearn societal norms and conditioning so i hope we all do so soon god bless,1
wow bro ry nice,0
ohebookshelf sexual relationships between members of the same sex hower expose gays lesbians and bisexuals to extreme risks of sexually transmitted diseases stds physical injuries meal disorders and en a shortened life span u can drill on each issues which i meioned abo,0
another liberal ch ya,0
pride always comes before a fall ranu take care beha yourself you ha a good voice but you t beha properly either do something about your behaviour or go back to ranaghat station sorry you force me to be rude change your behaviour,2
i was literally waiting for this video from shwetabh,0
arandhuti roy is a person who do not belie in the concept of union of india and her soreigy and territorial iegrity mr chetan singh if npr iroduced by upa was clear and perfect then why it was not implemeed please accept failure in non implemeation of npr by upa,0
roy is fake hypocrite just ignore her she is hungry for publicity always she is writer and not philosopher,0
the silly old man saying i m ranga billa,0
before this i thought i was the only one who terribly hated this movie,0
in bengal streets are full of bangladeshi muslim they r in majority this then adhir ranjan choudhary and mamta banerjee i think bengal will be next kashmir,0
thank you bro i was thinking to see he movie initially but now i think u ha sad some of my time,0
i feel sad and cry,0
what are you doing in usa come back to the motherland and enjoy modiji s golden rule,0
this was an excelle debate republic tv and arnabji thank you for enlightening my fellow brother kapil in the best of ways ur immediate sensitivity to moderate the tone of discussion with my brother and my fellow couryman kapil was educating and towards directing them towards the foundation of truth around npr nrc with this discussion between u and kapil it was eye opening for us to see the roots of npr nrc and also projected light on the congressman misleading ieions and the barrage of lies that is being opened up on the great youth of our great coury enjoyed this debate,0
i knew you will talk like this i also feel same but people are telling me that i am crazy,0
www youtube com watch v n zmfqmzos t m s i can t stop laughing,0
well good luck with teaching the audience what to take from the movie in already backward and patriarchal mindset prone regions of india bollywood not only cor people like us but also the people who does not the f of feminism,2
how feminist are feeling with singh equalist felt same watching more shots,1
kabir singh was pure lo story kabir did erything out of lo,0
when i saw it i knew that bro s review was not too far away,0
talk about joker brother,0
break the chainzz dude,0
shandaar u lakshay chaudhry,0
please stop filing false ipc a case it cannot be a toll to corol birth rate of india,1
hi sexc fov sex hot,0
shayri whatsapp status yes why not gi me your facebook,0
she is bloody bastered why she is free,2
completely agree with u sir sucharita pls see this video,0
for the god seeks stop gossiping try to change her not kick her,1
that s true brother seeing feminists butthurt is the best feeling in the world,0
fuck you guys homosexuality is a crime,2
kapil why are u listening to these chutiaasssss gi them shut up call insane idiots,0
best part i laughed alot,0
kapil seems like a budhu,0
shahid kapoor is a great actor,0
who goes directly end of the video to check the raring,0
honest and to the poi i expect nothing from bollywood lol,0
borade sorry brother so write such comme because something similar happened in my life also in past but is ending is ry differe in real life,0
lets share this video as much that this can be heard by feminists,0
kabir iron man tune mix youtu be rdullff za,0
brother please talk about the character arthur from joker movie becz the character deals with alot of problems that i do feel like i do please do,0
u know what u r looking like my piso i like u ry much,0
i saw the film today with my friends well said bro i really like the film i will go again tommorrow clmax ne mujhe rula dya,0
nothing wrong in marrying your cousin in hinduism arjun and subhadra were cousins and they got married krishna had wis out of his wis who were his cousins named mitravrinda and bhadra yama and yamuna had sexual relationship according to hindu mythology and they were direct siblings in south india cousin marriage is legal among high caste hindus some stupid illiterate hindus are barking here without knowing about their own religious custom i was born in a hindu family and i embraced islam alhamdulillah i am a proud muslim now i invite all my hindu brothers and sisters to join the religion of peace laa ilaaha illallah muhammadur rasulullah there is no god but allah and muhammad peace be upon him is the messenger of allah allahu akbar may allah gi you hidayat may all of you embrace islam soon ameen,0
republic tv please arrange hair cut session for arundhati roy after the proper hair cut she might get her senses back and talk in proper way,1
sera nothing to say really it s a mind blowing video,0
be respect woman feeling and good story,0
she should be arrested her indian passport should be cancel arnab i am from america i ha not seen any indian saying bad about india except people like her who also cannot ha one husband to be with she should be send to ranga birla the name of kumphu kutta suits her ry much she is a dog herself,2
bad lady is ranu mondol,2
once a feminist always a feminist they always speak with one tone havin a mindset man are ugly nothin g else fuck off feminist,2
i lo you to,0
she can call herself kung fu kutti,2
arnab coinues to scream and not let others speak,0
sir its better to concerate on film reviewing the political speech you ga in starting is bit disappoiing though i m not feminist but basic rights without discrimination on caste colour religion ethnicity gender is cornerstone of human civilization but sorry to say all the right wingers around the world always tries to crush these human rights in the name of culture tradition belies society i think all of us must ha that much generosity so that we ner forget basic human values thanks,1
md selim khan x axis,0
any one from the hyderabad pls call me,0
paul it is reality in india indian women marry for prestige while indian men marry for money dowry and connience it s usually ner for lo indian men kill their wis for burning the dinner not paying their full dowry or any list of reasons ery year if you knew about indian society this film would not shock you at all,1
u ha no idea what feminism stands for ery di wedding lust stories are not correct represeati of feminist idea ask a girl who get harrassed by autowalas ricksawalas who tries to emulate like characters indians r not literate enough to discriminate between reel and real i hope ur sister meet some in real life than u might be able to understand the horror of glorification of such chacrater what is heart breaking is so many people in comme section ascribing to his flawed idea about what feminism stand for whats wrong with india do u guys really support this do u support domestic violence and other atrocities against women heart breaking seriously,2
are these guys indians or isi sponsored ai indians i feel sorry i was born in india which has deadlier enemies within the coury than it has outside of it,0
great job mr jahangir sir i support you,0
this is your best video by far a big thumbs up,0
aur jahan tak baat homosexuals ki hai government should sta new programmes for their treatment,0
hello shwetabh gangwar sir i value your opinion in my opinion i t blame bollywood or any external factor it s totally up to us what we watch and what we follow we can t blame others because bollywood is making their future and t care what we are becoming and their is nothing wrong with this so it totally depend on us,0
although nothing worng in but you are here to do movie review not to do hate speeches i am seeing you from long time at start you were good but now you just do politics rather then reviewing movies you gained subs because of your movie reviews not because of your political opinions,2
well e he is the lucky one who got his renge and taught a good lesson to that bitch and their family members who filed false case against him now this is the only way left for justice in india now indian bitches will marry to innoce man to make shortcut money and ha their husband as sla if man denies to be a sla of her then he and his famly will be threaten by false dowry case and ask millions of money in renge prostitutes are much much better then these married bitches at least these prostitutes makes money in a honest way and do not cheat their customers and do not spoil their family at all but these bitches asks millions in the favors of getting fucked for few nights and their pares who are retired and brother who is in drugs and do not make any money then for these basterds teach this bitch girl to marry a innoce guy and get fucked for few nights and then fuck their in laws family by putting false dowry case so brides family can feed their self with the money got as compromise called reverse dowry after getting money as settleme these bitches and their family starts huing for another man indian judicial system knows erything but do not wa to do anything and makes money out of it sure ery one will get lesson because ery one has son and daughter and their daughter in law files the same dawry case against their son then they will realize and learn the lesson the people are too scared to marry a girl once get married and if threaten by girl to file false case then it will happen that people will kill her and her family before going to jail after all once they charged in false dowry case then there is no chance left for compromise except kill them all as only left option as justice so now its upto indian court what they wa do they wa to keep these bitches filling false case one by one and get killed by their husband or court will ha the option to do proper instigartion before arrest and if the bride is convicted then file the case against her and her family and gi them life imprisonme because death penelty is too less for them god sa india from these prostitute married bitches,2
kumar and preeti had none of that she just had some stockholm syndrome,0
this is the procedure ery where be it super liberal usa in their army too gandus are not allowed openly blare i m a gandu you r a gandu ok fine but there is no need to promote it,0
i was only guy who t like this movie at all i knew this because i was following this channel video dating vs career,0
rogue arundhati roy put off ur indian blue passport and stand in the us immigration queue u will be searched stripped left n right,2
movie had no story it was all about shahid s acting,0
awesomeness blu loud and truth nanga sachh it is,0
hai call me i am also too gay,0
i would ha had shed a tear or two if he had taken side of people defending this movie thanks a ton,1
what is kasturi en doing also freedom of speech doesn t mean people can speak any rubbish they wa,0
che guevara in a thong,1
you are great brother,0
shwetabh meets sandeep reddy epic shit will happen,0
chota chetan there is no confusion whater little is there that is because of your party khangress,0
if you are trying to set the right precedence ieion must match action a woman standing up against cuss words directed at her body parts is not a feminazi but men who support such language should consider who they are in the first place,0
i would like to do a correction fake feminist,1
im homosexual and really proud of it,0
youtu be kbd dyamuo section,0
potraying a character honestly depicting his facial expressions and mannerism properly having a minimalist dailgoues showing sere consequences on his wrong doings let them visuals talking in screenplay makes a character real not by being weak or strong looking dumb or looking superior all people are not like that i ha seen far weaker character than priya and more destructi character than kabir in real life surrealism is less wonderful than realism,0
download ad block extension on google chrome,0
men sutra view on big boss,0
this image reminds me of a disney female villain s character but ca remember which one,0
he just tells the truth,0
too much bollywoodized movie but at the end great message,0
youtu be cdmaoj eb c watch this how people influence by bollywood movies,0
mr though those feminist flims are no good but listen it s not with marzi watch the scene again and such character are not an issue there are people like this problem is people laughing and appreciating it,2
u r great lo from bangladesh,0
why this koo koo kutta a follower of koo koo kutti from the mix breed of ranga billa start barking ierrupting the discussion,2
please brother make review on movie joker which recely came,0
can sucharita tyagi filmy companion view this,0
absolute power cut absolutely,0
if you wa to directly jump on the raw analysis then it s for you www youtube com watch v n zmfqmzos t m s,0
bhai top web series list,0
choudhari i didn t say kabir singh is a great movie it has many flaws read my comme properly,0
she looks like a witch from harry potter movies,0
finally one review which answers erything but the things you told most of the viewers in india won t understand the messege that you or the flim wa to cony,0
preeti s character is so hollow that it took her one hour io the movie show a single expression,0
yes buddy i agree you are so clear thats good thing en i like this movie they should change their perspecti if they thing movie is wrong all bhasad is going on that so bad why they are not understanding movie its so simple,1
i not like apu,2
zone are u on vigo video app i am there,0
proud of you brother keep going divyanshu gangwar,0
now it is clear only china survi i decades to come and rest all remain without peace due to jihadis,0
arundhati roy has a sick mind its not about ai bjp or ai congress she is ai india and she has been so for a ry long time now i t exactly remember the year but i clearly remember her sharing stage with kashmiri separatists and giving statemes like kashmir doesn t belong to india and the separatists were applauding her she is a person who has absolutely no affiliation with india she is a scum and desers a bullet in her head,2
why does all arnab goswami shows transform io a shouting match,0
it might not be cool in some situations but it is cool and has a greater impact when it is used within a closely knit community of real men of titans,0
tiwari yup better to ignore such creeps but here u cn report his vidro to youtube as this is like spreading hatred pl do that if u feel so ignore who are comming below who ca open their minds n listen to wat other prson was to say let them understand wat they hv definition fr feminism i am human not a supporter of any gender bt the right people who ha brains to understand the right n wrong the ones who unnecessary complicates things n do politics i hate such double standard ppl be it a man or a woman,1
hats off great job,0
awesome review sir you are best,0
all youngsters should watch this video,0
lo your reviews sir,0
very well dissected video,0
kabir s and feminists both group are results of a hypersexualised culture created by liberals,2
hi parijat call back,0
abusing woman is a family value,0
but here is opposite bro if case get false then women is not punished in extra men has suffered a lot,0
these rubbish opposition are just depriving poor people of money by opposing this they are shameful,0
fuck dis mother fu,2
looks like the libtards only get a hard on from toxic femininity in films where the woman hits men reject mens opinions destroy their relationships whore around drinking smoking getting off on drugs and sleep with multiple partners that s the empowerme that liberals wa,2
raaz patra she is speaking the truth ranga and billa,0
when u ha an iellige reviewer lo u,0
arundhathi roy is not part of india gazette should be published,0
i am from telugu telangana en though i am a telugu i watch and i lo the movie your review is faastik your way of thinking is exele,0
when you han t seen the movie and sad bucks to go watch joker instead profit,0
ramu mondol bad girl,2
i would not en spit on you if you were on fire,2
u r wsam guys realy i liked ur videos just wowwwww,0
change the name to sangi channel other than republic,0
awesome explanation sir bigg fannn,0
i m waiting for u this is my coact no,0
who call this loose kastoori,0
begger arundhathi shame on,0
www youtube com watch v n zmfqmzos t m s yes yes you are lo ya bro,0
jahangir did the right thing she s responsible for her family s murder finally she has been taught a lesson,0
actually we medicos lod only songs and shahid acting in that film in other aspects it was just like another typical bollywood film nothing else,0
han t seen the movie yet but watched some ierviews etc i just wa to say one thing in a relationship few things are definitely toxic like physical abuse doesn t matter if the guy does it or the girl it s still wrong may be the movie didn t justify s action but the director did he said something like both the partners should ha the liberty to touch each other en slap express their anger etc which is wrong according to me and i ha a problem wiith how he tried to justify it the scene is supposed to show how the character handled the situation not how it should be handled justifying it does the latter,1
finally u uploaded which i waed,0
disturbing to see this lady arundati roy instigating people to lie and provide fake details she is a disgrace to the nation she should be gin exemplary punishme so as to deter others from misleading people,2
directed crushed those fake criticism in film companion ierview now we know where arjun reddy or kabir singh caracter came from,0
bat to sahi h but movie does ha a problem i gurae you,1
